0	7268	4709	4	13
0	7025	4438	3	14
0	7541	4427	8	14
0	8909	4327	8	14
0	10292	3870	8	14
0	10246	3139	4	14
0	9949	3303	4	14
0	9344	3630	6	14
0	8391	4167	6	14
0	7041	4005	3	14
0	7050	4895	7	14
0	7268	4709	4	13
0	7025	4438	3	14
0	7541	4427	8	14
0	8909	4327	8	14
0	10292	3870	8	14
0	10246	3139	4	14
0	9949	3303	4	14
0	9344	3630	6	14
0	8391	4167	6	14
0	7041	4005	3	14
0	7050	4895	7	14
0	7268	4709	4	13
0	7025	4438	3	14
0	7541	4427	8	14
0	8909	4327	8	14
0	10292	3870	8	14
0	10246	3139	4	14
0	9949	3303	4	14
0	9344	3630	6	14
0	8391	4167	6	14
0	7041	4005	3	14
0	7050	4895	7	14
