1.110348	7981.318370	6838.702697	2.341678
1.137961	7982.618127	6835.525069	4.309383
1.172499	7984.718033	6830.391252	6.410920
1.181653	7987.566534	6823.455094	8.330591
1.168269	7991.343933	6814.646354	10.460942
1.165691	7995.915728	6803.985116	12.413973
1.246544	7999.961166	6792.082962	11.395308
1.291473	8002.617657	6782.821142	8.149634
1.319411	8004.115716	6776.377888	5.343366
1.353622	8004.856519	6772.302649	3.193645
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.365371	8005.110978	6770.902836	0.000000
1.369514	8005.200756	6770.408958	1.398259
1.389497	8005.634053	6768.025345	3.241384
1.390978	8006.424834	6763.675166	5.317706
1.390978	8007.556943	6757.447308	7.118021
1.440208	8008.409948	6749.442361	8.847023
1.497298	8009.140746	6739.517167	10.826102
1.497298	8010.025495	6727.501120	12.817583
1.427119	8011.859773	6713.898021	14.664299
0.103087	8026.361697	6711.495968	14.862106
0.093165	8041.228455	6710.106888	14.836129
0.093165	8056.063011	6708.720817	14.919243
0.110310	8070.870061	6707.130521	14.907493
0.234656	8085.375619	6703.662826	14.878058
0.234656	8099.852746	6700.201928	14.852422
0.234656	8114.355883	6696.734812	14.820019
0.234656	8128.845203	6693.270999	14.905951
0.234584	8143.341949	6689.806291	14.914754
0.234495	8157.809266	6686.350120	14.833557
0.234494	8172.271964	6682.895142	14.868802
0.234714	8186.728366	6679.438961	14.907408
