0	5467	9905	4	4
0	5468	9900	3	6
0	5469	9893	3	7
0	5471	9884	3	9
0	5473	9873	3	11
0	5476	9860	3	13
0	5479	9846	3	15
0	5483	9829	3	18
0	5487	9810	3	19
0	5491	9791	3	19
0	5495	9771	3	19
0	5499	9752	3	19
0	5503	9732	3	19
0	5507	9712	3	19
0	5511	9693	3	19
0	5516	9673	3	19
0	5520	9654	3	19
0	5524	9634	3	19
0	5528	9617	3	15
0	5530	9603	3	12
0	5532	9593	3	9
0	5533	9585	3	6
0	5534	9581	3	3
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9578	3	0
0	5534	9576	3	2
0	5535	9572	3	4
0	5535	9566	3	6
0	5536	9558	3	8
0	5537	9549	3	10
0	5538	9537	3	12
0	5539	9524	3	14
0	5540	9509	3	16
0	5542	9491	3	18
0	5543	9472	3	19
0	5545	9453	3	19
0	5547	9433	3	19
0	5550	9413	3	19
0	5554	9393	3	19
0	5561	9375	2	19
0	5573	9359	2	19
0	5586	9344	2	19
0	5600	9329	2	19
0	5613	9314	2	19
0	5626	9299	2	19
0	5639	9284	2	19
0	5653	9270	2	19
0	5666	9255	2	19
0	5679	9240	2	19
0	5693	9225	2	19
0	5706	9210	2	19
0	5716	9193	2	19
0	5726	9175	2	19
0	5734	9157	2	19
0	5741	9139	3	19
0	5748	9120	3	19
0	5756	9101	3	19
0	5763	9083	3	19
0	5771	9064	3	19
0	5778	9046	3	19
0	5784	9027	3	19
0	5791	9008	2	19
0	5799	8990	2	19
0	5807	8971	2	19
0	5814	8953	2	19
0	5822	8935	2	19
0	5830	8916	2	19
0	5837	8898	2	19
0	5845	8879	2	19
0	5851	8860	3	19
0	5854	8840	3	19
0	5857	8821	3	19
0	5861	8801	3	19
0	5863	8784	3	15
0	5866	8771	3	12
0	5867	8761	3	8
0	5869	8754	3	5
0	5870	8749	3	3
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5870	8747	3	0
0	5871	8745	3	3
0	5871	8741	3	4
0	5872	8735	3	7
0	5874	8727	3	8
0	5876	8717	3	10
0	5878	8706	3	12
